text_id,scope,domain,outcome,perturbation,delta_rank
text52-CS-LONG-2602.15675v1,overall,ALL,AR,institution_HI_to_LI,-7.25
text53-CS-LONG-2603.02012v1,overall,ALL,AR,institution_HI_to_LI,2.5
text54-CS-LONG-2602.23006v1,overall,ALL,AR,institution_HI_to_LI,0.25
text55-CS-LONG-2602.21625v1,overall,ALL,AR,institution_HI_to_LI,-1.0
text56-CS-LONG-2602.13713v1,overall,ALL,AR,institution_HI_to_LI,-3.0
text57-CS-LONG-2603.00079v1,overall,ALL,AR,institution_HI_to_LI,0.0
text58-CS-LONG-2603.01023v1,overall,ALL,AR,institution_HI_to_LI,1.5
text59-CS-LONG-2602.19401v1,overall,ALL,AR,institution_HI_to_LI,3.0
text60-CS-LONG-2602.18518v1,overall,ALL,AR,institution_HI_to_LI,0.0
text61-PHY-LONG-2602.03885v1,overall,ALL,AR,institution_HI_to_LI,0.0
text62-PHY-LONG-2511.21971v1,overall,ALL,AR,institution_HI_to_LI,-0.5
text63-PHY-LONG-2512.18015v1,overall,ALL,AR,institution_HI_to_LI,-10.75
text64-PHY-LONG-2602.23683v1,overall,ALL,AR,institution_HI_to_LI,-2.75
text65-PHY-LONG-2601.13267v1,overall,ALL,AR,institution_HI_to_LI,1.25
text66-PHY-LONG-2512.24566v1,overall,ALL,AR,institution_HI_to_LI,0.0
text67-PHY-LONG-2602.07636v2,overall,ALL,AR,institution_HI_to_LI,-0.25
text68-PHY-LONG-2512.18130v1,overall,ALL,AR,institution_HI_to_LI,0.0
text69-PHY-LONG-2602.17389v1,overall,ALL,AR,institution_HI_to_LI,4.0
text70-PHY-LONG-2602.08188v1,overall,ALL,AR,institution_HI_to_LI,0.0
text71-MATH-LONG-2511.12781v1,overall,ALL,AR,institution_HI_to_LI,12.0
text72-MATH-LONG-2602.06095v1,overall,ALL,AR,institution_HI_to_LI,0.5
text73-MATH-LONG-2511.18101v1,overall,ALL,AR,institution_HI_to_LI,3.0
text74-MATH-LONG-2512.15978v1,overall,ALL,AR,institution_HI_to_LI,-1.5
text75-MATH-LONG-2511.22140v1,overall,ALL,AR,institution_HI_to_LI,-1.75
text76-MATH-LONG-2602.20441v1,overall,ALL,AR,institution_HI_to_LI,-0.25
text77-MATH-LONG-2601.20851v2,overall,ALL,AR,institution_HI_to_LI,-2.0
text78-MATH-LONG-2512.17595v1,overall,ALL,AR,institution_HI_to_LI,-0.5
text79-MATH-LONG-2512.10129v1,overall,ALL,AR,institution_HI_to_LI,-1.75
text80-MATH-LONG-2512.10507v1,overall,ALL,AR,institution_HI_to_LI,1.5
text01-BIO-SHORT-2505.02276v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text02-BIO-SHORT-2507.04575v1,overall,ALL,AR,bibliometrics_HP_to_LP,-2.25
text03-BIO-SHORT-2505.11568v3,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text04-BIO-SHORT-2507.08385v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.5
text05-BIO-SHORT-2504.10973v1,overall,ALL,AR,bibliometrics_HP_to_LP,-3.0
text06-BIO-SHORT-2506.14789v1,overall,ALL,AR,bibliometrics_HP_to_LP,-2.75
text07-BIO-SHORT-2506.13576v3,overall,ALL,AR,bibliometrics_HP_to_LP,-14.0
text08-BIO-SHORT-2503.19923v2,overall,ALL,AR,bibliometrics_HP_to_LP,0.25
text09-BIO-SHORT-2602.00019v1,overall,ALL,AR,bibliometrics_HP_to_LP,1.75
text10-BIO-SHORT-2506.13817v1,overall,ALL,AR,bibliometrics_HP_to_LP,-3.5
text11-CS-SHORT-2506.09194v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.5
text12-CS-SHORT-2512.19717v1,overall,ALL,AR,bibliometrics_HP_to_LP,-20.25
text13-CS-SHORT-2510.04124v5,overall,ALL,AR,bibliometrics_HP_to_LP,-12.25
text14-CS-SHORT-2509.13349v2,overall,ALL,AR,bibliometrics_HP_to_LP,-4.5
text15-CS-SHORT-2602.03870v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.5
text16-CS-SHORT-2509.06033v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.5
text17-CS-SHORT-2509.16294v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.25
text18-CS-SHORT-2507.09492v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.0
text19-CS-SHORT-2509.14600v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.5
text20-CS-SHORT-2503.14899v1,overall,ALL,AR,bibliometrics_HP_to_LP,2.25
text21-PHY-SHORT-2601.23079v1,overall,ALL,AR,bibliometrics_HP_to_LP,-8.75
text22-PHY-SHORT-2601.23047v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.75
text23-PHY-SHORT-2601.23057v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text24-PHY-SHORT-2509.16741v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text25-PHY-SHORT-2507.08042v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text26-PHY-SHORT-2512.23538v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text27-PHY-SHORT-2510.18500v1,overall,ALL,AR,bibliometrics_HP_to_LP,-8.25
text28-PHY-SHORT-2508.20431v1,overall,ALL,AR,bibliometrics_HP_to_LP,-9.5
text29-PHY-SHORT-2509.06825v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.75
text30-PHY-SHORT-2509.17653v2,overall,ALL,AR,bibliometrics_HP_to_LP,-13.25
text31-MATH-SHORT-2511.03536v1,overall,ALL,AR,bibliometrics_HP_to_LP,-3.75
text32-MATH-SHORT-2603.02088v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.75
text33-MATH-SHORT-2512.22134v3,overall,ALL,AR,bibliometrics_HP_to_LP,-14.75
text34-MATH-SHORT-2509.00532v1,overall,ALL,AR,bibliometrics_HP_to_LP,-2.75
text35-MATH-SHORT-2512.06844v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text36-MATH-SHORT-2503.09380v2,overall,ALL,AR,bibliometrics_HP_to_LP,-0.75
text37-MATH-SHORT-2510.26426v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.5
text38-MATH-SHORT-2512.04101v1,overall,ALL,AR,bibliometrics_HP_to_LP,-3.75
text39-MATH-SHORT-2506.11609v2,overall,ALL,AR,bibliometrics_HP_to_LP,-6.75
text40-MATH-SHORT-2507.15879v2,overall,ALL,AR,bibliometrics_HP_to_LP,0.25
text41-BIO-LONG-2512.06709v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.25
text42-BIO-LONG-2503.07104v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text43-BIO-LONG-2506.16577v1,overall,ALL,AR,bibliometrics_HP_to_LP,-17.0
text44-BIO-LONG-2505.20052v1,overall,ALL,AR,bibliometrics_HP_to_LP,-7.0
text45-BIO-LONG-2507.17897v4,overall,ALL,AR,bibliometrics_HP_to_LP,-11.0
text46-BIO-LONG-2505.05863v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.25
text47-BIO-LONG-2505.21094v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.25
text48-BIO-LONG-2602.16750v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text49-BIO-LONG-2511.10014v1,overall,ALL,AR,bibliometrics_HP_to_LP,1.25
text50-BIO-LONG-2603.01054v1,overall,ALL,AR,bibliometrics_HP_to_LP,1.0
text51-CS-LONG-2602.11588v1,overall,ALL,AR,bibliometrics_HP_to_LP,6.5
text52-CS-LONG-2602.15675v1,overall,ALL,AR,bibliometrics_HP_to_LP,1.0
text53-CS-LONG-2603.02012v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text54-CS-LONG-2602.23006v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.75
text55-CS-LONG-2602.21625v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.25
text56-CS-LONG-2602.13713v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.25
text57-CS-LONG-2603.00079v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.0
text58-CS-LONG-2603.01023v1,overall,ALL,AR,bibliometrics_HP_to_LP,1.25
text59-CS-LONG-2602.19401v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.0
text60-CS-LONG-2602.18518v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text61-PHY-LONG-2602.03885v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text62-PHY-LONG-2511.21971v1,overall,ALL,AR,bibliometrics_HP_to_LP,-5.75
text63-PHY-LONG-2512.18015v1,overall,ALL,AR,bibliometrics_HP_to_LP,-24.5
text64-PHY-LONG-2602.23683v1,overall,ALL,AR,bibliometrics_HP_to_LP,-4.0
text65-PHY-LONG-2601.13267v1,overall,ALL,AR,bibliometrics_HP_to_LP,-5.5
text66-PHY-LONG-2512.24566v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text67-PHY-LONG-2602.07636v2,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text68-PHY-LONG-2512.18130v1,overall,ALL,AR,bibliometrics_HP_to_LP,-7.0
text69-PHY-LONG-2602.17389v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.75
text70-PHY-LONG-2602.08188v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.5
text71-MATH-LONG-2511.12781v1,overall,ALL,AR,bibliometrics_HP_to_LP,-3.25
text72-MATH-LONG-2602.06095v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
text73-MATH-LONG-2511.18101v1,overall,ALL,AR,bibliometrics_HP_to_LP,-3.25
text74-MATH-LONG-2512.15978v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.5
text75-MATH-LONG-2511.22140v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.25
text76-MATH-LONG-2602.20441v1,overall,ALL,AR,bibliometrics_HP_to_LP,-0.25
text77-MATH-LONG-2601.20851v2,overall,ALL,AR,bibliometrics_HP_to_LP,-1.0
text78-MATH-LONG-2512.17595v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.5
text79-MATH-LONG-2512.10129v1,overall,ALL,AR,bibliometrics_HP_to_LP,-1.5
text80-MATH-LONG-2512.10507v1,overall,ALL,AR,bibliometrics_HP_to_LP,0.0
